filename,title,level,tactics,techniques,source_folder,original_path
registry_set_disable_windows_defender_service.yml,Windows Defender Service Disabled - Registry,high,defense-impairment,T1685,rules,rules/windows/registry/registry_set/registry_set_disable_windows_defender_service.yml
registry_set_persistence_outlook_todaypage.yml,Potential Persistence Via Outlook Today Page,high,"defense-impairment,persistence",T1112,rules,rules/windows/registry/registry_set/registry_set_persistence_outlook_todaypage.yml
registry_set_hvci_disallowed_images.yml,Driver Added To Disallowed Images In HVCI - Registry,high,stealth,,rules,rules/windows/registry/registry_set/registry_set_hvci_disallowed_images.yml
registry_set_set_nopolicies_user.yml,Registry Explorer Policy Modification,medium,"defense-impairment,persistence",T1112,rules,rules/windows/registry/registry_set/registry_set_set_nopolicies_user.yml
registry_set_deviceguard_hypervisorenforcedcodeintegrity_disabled.yml,Windows Hypervisor Enforced Code Integrity Disabled,high,defense-impairment,T1685,rules,rules/windows/registry/registry_set/registry_set_deviceguard_hypervisorenforcedcodeintegrity_disabled.yml
registry_set_sophos_av_tamper.yml,Tamper With Sophos AV Registry Keys,high,defense-impairment,T1685,rules,rules/windows/registry/registry_set/registry_set_sophos_av_tamper.yml
registry_set_pua_sysinternals_susp_execution_via_eula.yml,PUA - Sysinternals Tools Execution - Registry,medium,resource-development,T1588.002,rules,rules/windows/registry/registry_set/registry_set_pua_sysinternals_susp_execution_via_eula.yml
registry_set_aedebug_persistence.yml,Add Debugger Entry To AeDebug For Persistence,medium,persistence,,rules,rules/windows/registry/registry_set/registry_set_aedebug_persistence.yml
registry_set_telemetry_persistence.yml,Potential Registry Persistence Attempt Via Windows Telemetry,high,"execution,persistence,privilege-escalation",T1053.005,rules,rules/windows/registry/registry_set/registry_set_telemetry_persistence.yml
registry_set_credential_guard_disabled.yml,Windows Credential Guard Disabled - Registry,high,defense-impairment,T1685,rules,rules/windows/registry/registry_set/registry_set_credential_guard_disabled.yml
registry_set_hhctrl_persistence.yml,Persistence Via Hhctrl.ocx,high,persistence,,rules,rules/windows/registry/registry_set/registry_set_hhctrl_persistence.yml
registry_set_suppress_defender_notifications.yml,Activate Suppression of Windows Security Center Notifications,medium,"defense-impairment,persistence",T1112,rules,rules/windows/registry/registry_set/registry_set_suppress_defender_notifications.yml
registry_set_uac_disable_secure_desktop_prompt.yml,UAC Secure Desktop Prompt Disabled,medium,privilege-escalation,T1548.002,rules,rules/windows/registry/registry_set/registry_set_uac_disable_secure_desktop_prompt.yml
registry_set_asep_reg_keys_modification_internet_explorer.yml,Internet Explorer Autorun Keys Modification,medium,"persistence,privilege-escalation",T1547.001,rules,rules/windows/registry/registry_set/registry_set_asep_reg_keys_modification_internet_explorer.yml
registry_set_persistence_shim_database_uncommon_location.yml,Potential Persistence Via Shim Database In Uncommon Location,high,"persistence,privilege-escalation",T1546.011,rules,rules/windows/registry/registry_set/registry_set_persistence_shim_database_uncommon_location.yml
registry_set_asep_reg_keys_modification_classes.yml,Classes Autorun Keys Modification,medium,"persistence,privilege-escalation",T1547.001,rules,rules/windows/registry/registry_set/registry_set_asep_reg_keys_modification_classes.yml
registry_set_evtx_file_key_tamper.yml,Potential EventLog File Location Tampering,high,defense-impairment,T1685.001,rules,rules/windows/registry/registry_set/registry_set_evtx_file_key_tamper.yml
registry_set_deviceguard_hypervisorenforcedpagingtranslation_disabled.yml,Hypervisor Enforced Paging Translation Disabled,high,defense-impairment,T1685,rules,rules/windows/registry/registry_set/registry_set_deviceguard_hypervisorenforcedpagingtranslation_disabled.yml
registry_set_hangs_debugger_persistence.yml,Add Debugger Entry To Hangs Key For Persistence,high,persistence,,rules,rules/windows/registry/registry_set/registry_set_hangs_debugger_persistence.yml
registry_set_pua_sysinternals_execution_via_eula.yml,PUA - Sysinternal Tool Execution - Registry,low,resource-development,T1588.002,rules,rules/windows/registry/registry_set/registry_set_pua_sysinternals_execution_via_eula.yml
registry_set_disabled_tamper_protection_on_microsoft_defender.yml,Disable Tamper Protection on Windows Defender,medium,defense-impairment,T1685,rules,rules/windows/registry/registry_set/registry_set_disabled_tamper_protection_on_microsoft_defender.yml
registry_set_asep_reg_keys_modification_system_scripts.yml,System Scripts Autorun Keys Modification,medium,"persistence,privilege-escalation",T1547.001,rules,rules/windows/registry/registry_set/registry_set_asep_reg_keys_modification_system_scripts.yml
registry_set_enabling_cor_profiler_env_variables.yml,Enabling COR Profiler Environment Variables,medium,"execution,persistence,privilege-escalation,stealth",T1574.012,rules,rules/windows/registry/registry_set/registry_set_enabling_cor_profiler_env_variables.yml
registry_set_new_application_appcompat.yml,New Application in AppCompat,informational,execution,T1204.002,rules,rules/windows/registry/registry_set/registry_set_new_application_appcompat.yml
registry_set_vulnerable_driver_blocklist_disable.yml,Windows Vulnerable Driver Blocklist Disabled,high,defense-impairment,T1685,rules,rules/windows/registry/registry_set/registry_set_vulnerable_driver_blocklist_disable.yml
registry_set_winget_enable_local_manifest.yml,Enable Local Manifest Installation With Winget,medium,"persistence,stealth",,rules,rules/windows/registry/registry_set/registry_set_winget_enable_local_manifest.yml
registry_set_chrome_extension.yml,Running Chrome VPN Extensions via the Registry 2 VPN Extension,high,"initial-access,persistence",T1133,rules,rules/windows/registry/registry_set/registry_set_chrome_extension.yml
registry_set_office_access_vbom_tamper.yml,Trust Access Disable For VBApplications,high,"defense-impairment,persistence",T1112,rules,rules/windows/registry/registry_set/registry_set_office_access_vbom_tamper.yml
registry_set_desktop_background_change.yml,Potentially Suspicious Desktop Background Change Via Registry,medium,"defense-impairment,impact,persistence","T1112,T1491.001",rules,rules/windows/registry/registry_set/registry_set_desktop_background_change.yml
registry_set_persistence_reflectdebugger.yml,Potential WerFault ReflectDebugger Registry Value Abuse,high,stealth,T1036.003,rules,rules/windows/registry/registry_set/registry_set_persistence_reflectdebugger.yml
registry_set_disable_administrative_share.yml,Disable Administrative Share Creation at Startup,medium,stealth,T1070.005,rules,rules/windows/registry/registry_set/registry_set_disable_administrative_share.yml
registry_set_fax_change_service_user.yml,Change User Account Associated with the FAX Service,high,"defense-impairment,persistence",T1112,rules,rules/windows/registry/registry_set/registry_set_fax_change_service_user.yml
registry_set_dns_server_level_plugin_dll.yml,New DNS ServerLevelPluginDll Installed,high,"defense-impairment,execution,persistence,privilege-escalation,stealth","T1112,T1574.001",rules,rules/windows/registry/registry_set/registry_set_dns_server_level_plugin_dll.yml
registry_set_vbs_payload_stored.yml,VBScript Payload Stored in Registry,high,"persistence,privilege-escalation",T1547.001,rules,rules/windows/registry/registry_set/registry_set_vbs_payload_stored.yml
registry_set_hidden_extention.yml,Registry Modification to Hidden File Extension,medium,persistence,T1137,rules,rules/windows/registry/registry_set/registry_set_hidden_extention.yml
registry_set_terminal_server_tampering.yml,RDP Sensitive Settings Changed,high,"defense-impairment,persistence",T1112,rules,rules/windows/registry/registry_set/registry_set_terminal_server_tampering.yml
registry_set_exploit_guard_susp_allowed_apps.yml,Suspicious Application Allowed Through Exploit Guard,high,defense-impairment,T1685,rules,rules/windows/registry/registry_set/registry_set_exploit_guard_susp_allowed_apps.yml
registry_set_legalnotice_susp_message.yml,Potential Ransomware Activity Using LegalNotice Message,high,impact,T1491.001,rules,rules/windows/registry/registry_set/registry_set_legalnotice_susp_message.yml
registry_set_winget_admin_settings_tampering.yml,Winget Admin Settings Modification,low,"defense-impairment,persistence",,rules,rules/windows/registry/registry_set/registry_set_winget_admin_settings_tampering.yml
registry_set_change_sysmon_driver_altitude.yml,Sysmon Driver Altitude Change,high,defense-impairment,T1685,rules,rules/windows/registry/registry_set/registry_set_change_sysmon_driver_altitude.yml
registry_set_install_root_or_ca_certificat.yml,New Root or CA or AuthRoot Certificate to Store,medium,impact,T1490,rules,rules/windows/registry/registry_set/registry_set_install_root_or_ca_certificat.yml
registry_set_renamed_sysinternals_eula_accepted.yml,Usage of Renamed Sysinternals Tools - RegistrySet,high,resource-development,T1588.002,rules,rules/windows/registry/registry_set/registry_set_renamed_sysinternals_eula_accepted.yml
registry_set_asep_reg_keys_modification_wow6432node_classes.yml,Wow6432Node Classes Autorun Keys Modification,medium,"persistence,privilege-escalation",T1547.001,rules,rules/windows/registry/registry_set/registry_set_asep_reg_keys_modification_wow6432node_classes.yml
registry_set_office_vba_warnings_tamper.yml,Office Macros Warning Disabled,high,"defense-impairment,persistence",T1112,rules,rules/windows/registry/registry_set/registry_set_office_vba_warnings_tamper.yml
registry_set_odbc_driver_registered.yml,New ODBC Driver Registered,low,persistence,,rules,rules/windows/registry/registry_set/registry_set_odbc_driver_registered.yml
registry_set_office_trusted_location_uncommon.yml,Uncommon Microsoft Office Trusted Location Added,high,"defense-impairment,persistence",T1112,rules,rules/windows/registry/registry_set/registry_set_office_trusted_location_uncommon.yml
registry_set_crashdump_disabled.yml,CrashControl CrashDump Disabled,medium,"defense-impairment,persistence,stealth","T1112,T1564",rules,rules/windows/registry/registry_set/registry_set_crashdump_disabled.yml
registry_set_asep_reg_keys_modification_session_manager.yml,Session Manager Autorun Keys Modification,medium,"persistence,privilege-escalation","T1546.009,T1547.001",rules,rules/windows/registry/registry_set/registry_set_asep_reg_keys_modification_session_manager.yml
registry_set_susp_user_shell_folders.yml,Modify User Shell Folders Startup Value,high,"persistence,privilege-escalation",T1547.001,rules,rules/windows/registry/registry_set/registry_set_susp_user_shell_folders.yml
registry_set_persistence_app_paths.yml,Potential Persistence Via App Paths Default Property,high,"persistence,privilege-escalation",T1546.012,rules,rules/windows/registry/registry_set/registry_set_persistence_app_paths.yml
registry_set_asep_reg_keys_modification_wow6432node.yml,Wow6432Node CurrentVersion Autorun Keys Modification,medium,"persistence,privilege-escalation",T1547.001,rules,rules/windows/registry/registry_set/registry_set_asep_reg_keys_modification_wow6432node.yml
registry_set_comhijack_sdclt.yml,COM Hijack via Sdclt,high,"persistence,privilege-escalation","T1546,T1548",rules,rules/windows/registry/registry_set/registry_set_comhijack_sdclt.yml
registry_set_susp_reg_persist_explorer_run.yml,Registry Persistence via Explorer Run Key,high,"persistence,privilege-escalation",T1547.001,rules,rules/windows/registry/registry_set/registry_set_susp_reg_persist_explorer_run.yml
registry_set_servicedll_hijack.yml,ServiceDll Hijack,medium,"persistence,privilege-escalation",T1543.003,rules,rules/windows/registry/registry_set/registry_set_servicedll_hijack.yml
registry_set_enable_windows_recall.yml,Windows Recall Feature Enabled - Registry,medium,collection,T1113,rules,rules/windows/registry/registry_set/registry_set_enable_windows_recall.yml
registry_set_uac_bypass_wmp.yml,UAC Bypass Using Windows Media Player - Registry,high,privilege-escalation,T1548.002,rules,rules/windows/registry/registry_set/registry_set_uac_bypass_wmp.yml
registry_set_terminal_server_suspicious.yml,RDP Sensitive Settings Changed to Zero,medium,"defense-impairment,persistence",T1112,rules,rules/windows/registry/registry_set/registry_set_terminal_server_suspicious.yml
registry_set_persistence_office_vsto.yml,Potential Persistence Via Visual Studio Tools for Office,medium,persistence,T1137.006,rules,rules/windows/registry/registry_set/registry_set_persistence_office_vsto.yml
registry_set_office_trust_record_susp_location.yml,Macro Enabled In A Potentially Suspicious Document,high,"defense-impairment,persistence",T1112,rules,rules/windows/registry/registry_set/registry_set_office_trust_record_susp_location.yml
